firstName,lastName,district,nextReelection,leadershipTitle,party,dateOfBirth,cspanid,sex,govtrackLink,twitterID,youtubeID,lastElected,districtState,website,phone,senatorRank,house,description,govtrackID,education
Erik,Paulsen,3,2015-01-03 00:00,,REP,1965-05-14 00:00,1030000,M,https://www.govtrack.us/congress/members/erik_paulsen/412303,RepErikPaulsen,reperikpaulsen,2013-01-03 00:00,MN,http://paulsen.house.gov,202-225-2871,,HS,Representative from MN,412303,
Pete,Olson,22,2015-01-03 00:00,,REP,1962-12-09 00:00,1031361,M,https://www.govtrack.us/congress/members/pete_olson/412302,OlsonPressShop,0,2013-01-03 00:00,TX,http://olson.house.gov,202-225-5951,,HS,Representative from TX,412302,
Daniel,Maffei,24,2015-01-03 00:00,,DEM,1968-07-04 00:00,51904,M,https://www.govtrack.us/congress/members/daniel_maffei/412297,RepDanMaffei,repdanmaffei,2013-01-03 00:00,NY,http://maffei.house.gov,202-225-3701,,HS,Representative from NY,412297,"B.A., Brown University, Providence, R.I., 1990
M.S., Columbia University, New York, N.Y., 1991
M.P.P., Harvard University, Cambridge, Mass., 1995"
Tom,McClintock,4,2015-01-03 00:00,,REP,1956-07-10 00:00,30359,M,https://www.govtrack.us/congress/members/tom_mcclintock/412295,RepMcClintock,McClintockCA04,2013-01-03 00:00,CA,http://mcclintock.house.gov,202-225-2511,,HS,Representative from CA,412295,"B.A., University of California, Los Angeles, Calif., 1988"
Cynthia,Lummis,,2015-01-03 00:00,,REP,1954-09-10 00:00,1031365,F,https://www.govtrack.us/congress/members/cynthia_lummis/412294,CynthiaLummis,CynthiaLummis,2013-01-03 00:00,WY,http://lummis.house.gov,202-225-2311,,HS,Representative from WY,412294,
Ben,Luján,3,2015-01-03 00:00,,DEM,1972-06-07 00:00,1031351,M,https://www.govtrack.us/congress/members/ben_lujan/412293,RepBenRayLujan,Repbenraylujan,2013-01-03 00:00,NM,http://lujan.house.gov,202-225-6190,,HS,Representative from NM,412293,
Blaine,Luetkemeyer,3,2015-01-03 00:00,,REP,1952-05-07 00:00,1031348,M,https://www.govtrack.us/congress/members/blaine_luetkemeyer/412292,RepBlainePress,BLuetkemeyer,2013-01-03 00:00,MO,http://luetkemeyer.house.gov,202-225-2956,,HS,Representative from MO,412292,"B.A., Lincoln University, Jefferson City, Mo., 1974"
Leonard,Lance,7,2015-01-03 00:00,,REP,1952-06-25 00:00,1031349,M,https://www.govtrack.us/congress/members/leonard_lance/412290,RepLanceNJ7,CongressmanLance,2013-01-03 00:00,NJ,http://lance.house.gov,202-225-5361,,HS,Representative from NJ,412290,"B.A., Lehigh University, Bethlehem, Pa., 1974
M.P.A., Princeton University, Princeton, N.J., 1982"
Ann,Kirkpatrick,1,2015-01-03 00:00,,DEM,1950-03-24 00:00,1031338,F,https://www.govtrack.us/congress/members/ann_kirkpatrick/412286,RepKirkpatrick,repannkirkpatrick,2013-01-03 00:00,AZ,http://kirkpatrick.house.gov,202-225-3361,,HS,Representative from AZ,412286,"B.A., University of Arizona, 1972
J.D., James E. Rogers College of Law, University of Arizona, Tucson, Ariz., 1979"
Lynn,Jenkins,2,2015-01-03 00:00,,REP,1963-06-10 00:00,1030550,F,https://www.govtrack.us/congress/members/lynn_jenkins/412284,RepLynnJenkins,RepLynnJenkins,2013-01-03 00:00,KS,http://lynnjenkins.house.gov,202-225-6601,,HS,Representative from KS,412284,"A.A., Kansas State University, Manhattan, Kans., 1985
B.S., Weber State University, Ogden, Utah, 1985"
Duncan,Hunter,50,2015-01-03 00:00,,REP,1976-12-07 00:00,1032398,M,https://www.govtrack.us/congress/members/duncan_hunter/412283,Rep_Hunter,CongressmanHunter,2013-01-03 00:00,CA,http://hunter.house.gov,202-225-5672,,HS,Representative from CA,412283,
James,Himes,4,2015-01-03 00:00,,DEM,1966-07-05 00:00,1031341,M,https://www.govtrack.us/congress/members/james_himes/412282,JAHimes,congressmanhimes,2013-01-03 00:00,CT,http://himes.house.gov,202-225-5541,,HS,Representative from CT,412282,"A.B., Harvard University, Cambridge, Mass., 1988
M. Phil., Oxford University, Oxford, England, 1990"
Martin,Heinrich,,2019-01-03 00:00,,DEM,1971-10-17 00:00,1030686,M,https://www.govtrack.us/congress/members/martin_heinrich/412281,MartinHeinrich,SenMartinHeinrich,2013-01-03 00:00,NM,http://www.heinrich.senate.gov,202-224-5521,junior,SN,Junior senator from NM,412281,"B. S., University of Missouri, Columbia, Mo., 1995"
Gregg,Harper,3,2015-01-03 00:00,,REP,1956-06-01 00:00,1031347,M,https://www.govtrack.us/congress/members/gregg_harper/412280,GreggHarper,congressmanharper,2013-01-03 00:00,MS,http://harper.house.gov,202-225-5031,,HS,Representative from MS,412280,"J.D., University of Mississippi, Oxford, Miss., 1981"
Brett,Guthrie,2,2015-01-03 00:00,,REP,1964-02-18 00:00,1031343,M,https://www.govtrack.us/congress/members/brett_guthrie/412278,RepGuthrie,BrettGuthrie,2013-01-03 00:00,KY,http://guthrie.house.gov,202-225-3501,,HS,Representative from KY,412278,
Alan,Grayson,9,2015-01-03 00:00,,DEM,1958-03-13 00:00,1013409,M,https://www.govtrack.us/congress/members/alan_grayson/412276,0,0,2013-01-03 00:00,FL,http://grayson.house.gov,202-225-9889,,HS,Representative from FL,412276,"M.P.P., Harvard University, Cambridge, Mass., 1983
J.D, Harvard University, Cambridge, Mass., 1983"
John,Fleming,4,2015-01-03 00:00,,REP,1951-07-05 00:00,1031345,M,https://www.govtrack.us/congress/members/john_fleming/412275,RepFleming,larep04,2013-01-03 00:00,LA,http://fleming.house.gov,202-225-2777,,HS,Representative from LA,412275,
Gerald,Connolly,11,2015-01-03 00:00,,DEM,1950-03-30 00:00,1015936,M,https://www.govtrack.us/congress/members/gerald_connolly/412272,GerryConnolly,repconnolly,2013-01-03 00:00,VA,http://connolly.house.gov,202-225-1492,,HS,Representative from VA,412272,"B.A., Maryknoll College, Glen Ellyn, Ill., 1971
M.P.A., Harvard University, Cambridge, Mass., 1979"
Mike,Coffman,6,2015-01-03 00:00,,REP,1955-03-19 00:00,1031340,M,https://www.govtrack.us/congress/members/mike_coffman/412271,RepMikeCoffman,CongressmanCoffman,2013-01-03 00:00,CO,http://coffman.house.gov,202-225-7882,,HS,Representative from CO,412271,
Jason,Chaffetz,3,2015-01-03 00:00,,REP,1967-03-26 00:00,1031362,M,https://www.govtrack.us/congress/members/jason_chaffetz/412270,JasonInTheHouse,JasonChaffetz,2013-01-03 00:00,UT,http://chaffetz.house.gov,202-225-7751,,HS,Representative from UT,412270,
Bill,Cassidy,6,2015-01-03 00:00,,REP,1957-09-28 00:00,1030546,M,https://www.govtrack.us/congress/members/bill_cassidy/412269,0,RepBillCassidy,2013-01-03 00:00,LA,http://cassidy.house.gov,202-225-3901,,HS,Representative from LA,412269,"B.S., Louisiana State University, Baton Rouge, La., 1979
M.D., Louisiana State University Medical School, New Orleans, La., 1983"
Donna,Edwards,4,2015-01-03 00:00,,DEM,1958-06-28 00:00,38535,F,https://www.govtrack.us/congress/members/donna_edwards/412263,RepDonnaEdwards,RepDonnaFEdwards,2013-01-03 00:00,MD,http://donnaedwards.house.gov,202-225-8699,,HS,Representative from MD,412263,"B.A., Wake Forest University, Winston-Salem, N.C., 1980"
Steve,Scalise,1,2015-01-03 00:00,,REP,1965-10-06 00:00,1015311,M,https://www.govtrack.us/congress/members/steve_scalise/412261,SteveScalise,RepSteveScalise,2013-01-03 00:00,LA,http://scalise.house.gov,202-225-3015,,HS,Representative from LA,412261,
Jackie,Speier,14,2015-01-03 00:00,,DEM,1950-05-14 00:00,1027627,F,https://www.govtrack.us/congress/members/jackie_speier/412259,RepSpeier,jackiespeierca12,2013-01-03 00:00,CA,http://speier.house.gov,202-225-3531,,HS,Representative from CA,412259,"B.A., University of California, Davis, Calif., 1972"
André,Carson,7,2015-01-03 00:00,,DEM,1974-10-16 00:00,1027364,M,https://www.govtrack.us/congress/members/andre_carson/412258,RepAndreCarson,repandrecarson,2013-01-03 00:00,IN,http://carson.house.gov,202-225-4011,,HS,Representative from IN,412258,
Bill,Foster,11,2015-01-03 00:00,,DEM,1955-10-07 00:00,1027346,M,https://www.govtrack.us/congress/members/bill_foster/412257,RepBillFoster,RepBillFoster,2013-01-03 00:00,IL,http://foster.house.gov,202-225-3515,,HS,Representative from IL,412257,
Robert,Latta,5,2015-01-03 00:00,,REP,1956-04-18 00:00,1028071,M,https://www.govtrack.us/congress/members/robert_latta/412256,BobLatta,CongressmanBobLatta,2013-01-03 00:00,OH,http://latta.house.gov,202-225-6405,,HS,Representative from OH,412256,"B.A., Bowling Green State University, Bowling Green, Ohio, 1978
J.D., University of Toledo, Toledo, Ohio, 1981"
Robert,Wittman,1,2015-01-03 00:00,,REP,1959-02-03 00:00,1028089,M,https://www.govtrack.us/congress/members/robert_wittman/412255,RobWittman,RobWittman,2013-01-03 00:00,VA,http://www.wittman.house.gov,202-225-4261,,HS,Representative from VA,412255,
Niki,Tsongas,3,2015-01-03 00:00,,DEM,1946-04-26 00:00,21764,F,https://www.govtrack.us/congress/members/niki_tsongas/412254,NikiInTheHouse,RepTsongas,2013-01-03 00:00,MA,http://tsongas.house.gov,202-225-3411,,HS,Representative from MA,412254,
Paul,Broun,10,2015-01-03 00:00,,REP,1946-05-14 00:00,1025092,M,https://www.govtrack.us/congress/members/paul_broun/412252,RepPaulBrounMD,RepPaulBroun,2013-01-03 00:00,GA,http://broun.house.gov,202-225-4101,,HS,Representative from GA,412252,"B.S., University of Georgia, Athens, Ga., 1967
M.D., Medical College of Georgia, Augusta, Ga., 1971"
John,Barrasso,,2019-01-03 00:00,,REP,1952-07-21 00:00,1024777,M,https://www.govtrack.us/congress/members/john_barrasso/412251,SenJohnBarrasso,barrassowyo,2013-01-03 00:00,WY,http://www.barrasso.senate.gov,202-224-6441,junior,SN,Junior senator from WY,412251,
Gus,Bilirakis,12,2015-01-03 00:00,,REP,1963-02-08 00:00,1022873,M,https://www.govtrack.us/congress/members/gus_bilirakis/412250,RepGusBilirakis,RepGusBilirakis,2013-01-03 00:00,FL,http://bilirakis.house.gov,202-225-5755,,HS,Representative from FL,412250,
Bob,Corker,,2019-01-03 00:00,,REP,1952-08-24 00:00,1021114,M,https://www.govtrack.us/congress/members/bob_corker/412248,SenBobCorker,senatorcorker,2013-01-03 00:00,TN,http://www.corker.senate.gov,202-224-3344,junior,SN,Junior senator from TN,412248,
Sheldon,Whitehouse,,2019-01-03 00:00,,DEM,1955-10-20 00:00,92235,M,https://www.govtrack.us/congress/members/sheldon_whitehouse/412247,SenWhitehouse,SenatorWhitehouse,2013-01-03 00:00,RI,http://www.whitehouse.senate.gov,202-224-2921,junior,SN,Junior senator from RI,412247,"J.D., University of Virginia 1982"
Robert,Casey,,2019-01-03 00:00,,DEM,1960-04-13 00:00,47036,M,https://www.govtrack.us/congress/members/robert_casey/412246,SenBobCasey,SenatorBobCasey,2013-01-03 00:00,PA,http://www.casey.senate.gov,202-224-6324,senior,SN,Senior senator from PA,412246,
Jon,Tester,,2019-01-03 00:00,,DEM,1956-08-21 00:00,1020176,M,https://www.govtrack.us/congress/members/jon_tester/412244,TesterPress,senatorjontester,2013-01-03 00:00,MT,http://www.tester.senate.gov,202-224-2644,senior,SN,Senior senator from MT,412244,
Claire,McCaskill,,2019-01-03 00:00,,DEM,1953-07-24 00:00,1012014,F,https://www.govtrack.us/congress/members/claire_mccaskill/412243,McCaskillOffice,SenatorMcCaskill,2013-01-03 00:00,MO,http://www.mccaskill.senate.gov,202-224-6154,senior,SN,Senior senator from MO,412243,
Amy,Klobuchar,,2019-01-03 00:00,,DEM,1960-05-25 00:00,83701,F,https://www.govtrack.us/congress/members/amy_klobuchar/412242,0,senatorklobuchar,2013-01-03 00:00,MN,http://www.klobuchar.senate.gov,202-224-3244,senior,SN,Senior senator from MN,412242,
Peter,Welch,,2015-01-03 00:00,,DEM,1947-05-02 00:00,1019990,M,https://www.govtrack.us/congress/members/peter_welch/412239,PeterWelch,reppeterwelch,2013-01-03 00:00,VT,http://www.welch.house.gov,202-225-4115,,HS,Representative from VT,412239,
Steve,Cohen,9,2015-01-03 00:00,,DEM,1949-05-24 00:00,1022876,M,https://www.govtrack.us/congress/members/steve_cohen/412236,RepCohen,repcohen,2013-01-03 00:00,TN,http://cohen.house.gov,202-225-3265,,HS,Representative from TN,412236,"B.A., Vanderbilt University, Nashville, Tenn., 1971
J.D., Memphis State University, 1973"
Jim,Jordan,4,2015-01-03 00:00,,REP,1964-02-17 00:00,1022879,M,https://www.govtrack.us/congress/members/jim_jordan/412226,Jim_Jordan,RepJimJordan,2013-01-03 00:00,OH,http://jordan.house.gov,202-225-2676,,HS,Representative from OH,412226,"M.A., Ohio State University, 1991
J.D., Capital University, Columbus, Ohio, 2001"
Kirsten,Gillibrand,,2019-01-03 00:00,,DEM,1966-12-09 00:00,1022862,F,https://www.govtrack.us/congress/members/kirsten_gillibrand/412223,0,KirstenEGillibrand,2013-01-03 00:00,NY,http://www.gillibrand.senate.gov,202-224-4451,junior,SN,Junior senator from NY,412223,"A.B., Dartmouth College, Hanover, N.H., 1988"
Yvette,Clarke,9,2015-01-03 00:00,,DEM,1964-11-21 00:00,1022875,F,https://www.govtrack.us/congress/members/yvette_clarke/412221,YvetteClarke,repyvetteclarke,2013-01-03 00:00,NY,http://clarke.house.gov,202-225-6231,,HS,Representative from NY,412221,
Carol,Shea-Porter,1,2015-01-03 00:00,,DEM,1952-12-02 00:00,1021773,F,https://www.govtrack.us/congress/members/carol_shea_porter/412219,RepSheaPorter,RepCarolSheaPorter,2013-01-03 00:00,NH,http://shea-porter.house.gov,202-225-5456,,HS,Representative from NH,412219,"B.A., University of New Hampshire, Durham, N.H., 1975
M.P.A., University of New Hampshire, Durham, N.H., 1979"
Dean,Heller,,2019-01-03 00:00,,REP,1960-05-10 00:00,1012368,M,https://www.govtrack.us/congress/members/dean_heller/412218,SenDeanHeller,SenDeanHeller,2013-01-03 00:00,NV,http://www.heller.senate.gov,202-224-6244,junior,SN,Junior senator from NV,412218,"B.S., University of Southern California, Los Angeles, Calif., 1985"
Adrian,Smith,3,2015-01-03 00:00,,REP,1970-12-19 00:00,1022845,M,https://www.govtrack.us/congress/members/adrian_smith/412217,RepAdrianSmith,RepAdrianSmith,2013-01-03 00:00,NE,http://adriansmith.house.gov,202-225-6435,,HS,Representative from NE,412217,
Michele,Bachmann,6,2015-01-03 00:00,,REP,1956-04-06 00:00,1021492,F,https://www.govtrack.us/congress/members/michele_bachmann/412216,MicheleBachmann,RepMicheleBachmann,2013-01-03 00:00,MN,http://bachmann.house.gov,202-225-2331,,HS,Representative from MN,412216,
Keith,Ellison,5,2015-01-03 00:00,,DEM,1963-08-04 00:00,1022556,M,https://www.govtrack.us/congress/members/keith_ellison/412215,KeithEllison,RepKeithEllison,2013-01-03 00:00,MN,http://ellison.house.gov,202-225-4755,,HS,Representative from MN,412215,"B.A., Wayne State University, Detroit, Mich., 1986"
Timothy,Walz,1,2015-01-03 00:00,,DEM,1964-04-06 00:00,1018510,M,https://www.govtrack.us/congress/members/timothy_walz/412214,RepTimWalz,1529tjw,2013-01-03 00:00,MN,http://walz.house.gov,202-225-2472,,HS,Representative from MN,412214,"B.S., Chadron State College, Chadron, Nebr., 1989
M.S., Minnesota State University, 2001"
Tim,Walberg,7,2015-01-03 00:00,,REP,1951-04-12 00:00,1022844,M,https://www.govtrack.us/congress/members/tim_walberg/412213,RepWalberg,RepWalberg,2013-01-03 00:00,MI,http://walberg.house.gov,202-225-6276,,HS,Representative from MI,412213,
John,Sarbanes,3,2015-01-03 00:00,,DEM,1962-05-22 00:00,1022884,M,https://www.govtrack.us/congress/members/john_sarbanes/412212,RepJohnSarbanes,0,2013-01-03 00:00,MD,http://sarbanes.house.gov,202-225-4016,,HS,Representative from MD,412212,
John,Yarmuth,3,2015-01-03 00:00,,DEM,1947-11-04 00:00,1021662,M,https://www.govtrack.us/congress/members/john_yarmuth/412211,RepJohnYarmuth,RepJohnYarmuth,2013-01-03 00:00,KY,http://yarmuth.house.gov,202-225-5401,,HS,Representative from KY,412211,"B.A., Yale University, New Haven, Conn., 1969"
David,Loebsack,2,2015-01-03 00:00,,DEM,1952-12-23 00:00,1022883,M,https://www.govtrack.us/congress/members/david_loebsack/412209,DaveLoebsack,congressmanloebsack,2013-01-03 00:00,IA,http://loebsack.house.gov,202-225-6576,,HS,Representative from IA,412209,"B.S., Iowa State University, Ames, Iowa, 1974
M.A., Iowa State University, Ames, Iowa, 1976"
Bruce,Braley,1,2015-01-03 00:00,,DEM,1957-10-30 00:00,1020421,M,https://www.govtrack.us/congress/members/bruce_braley/412208,BruceBraley,repbrucebraley,2013-01-03 00:00,IA,http://braley.house.gov,202-225-2911,,HS,Representative from IA,412208,"J.D., University of Iowa, 1983"
Joe,Donnelly,,2019-01-03 00:00,,DEM,1955-09-28 00:00,1012000,M,https://www.govtrack.us/congress/members/joe_donnelly/412205,SenDonnelly,sendonnelly,2013-01-03 00:00,IN,http://www.donnelly.senate.gov,202-224-4814,junior,SN,Junior senator from IN,412205,"B.A., University of Notre Dame, Notre Dame, Ind., 1977
J.D., University of Notre Dame, Notre Dame, Ind., 1981"
Peter,Roskam,6,2015-01-03 00:00,,REP,1961-09-13 00:00,1021912,M,https://www.govtrack.us/congress/members/peter_roskam/412202,PeterRoskam,RoskamIL06,2013-01-03 00:00,IL,http://roskam.house.gov,202-225-4561,,HS,Representative from IL,412202,
Mazie,Hirono,,2019-01-03 00:00,,DEM,1947-11-03 00:00,91216,F,https://www.govtrack.us/congress/members/mazie_hirono/412200,MazieHirono,CongresswomanHirono,2013-01-03 00:00,HI,http://www.hirono.senate.gov,202-224-6361,junior,SN,Junior senator from HI,412200,"J.D., Georgetown University, Washington, D.C., 1978"
Henry,Johnson,4,2015-01-03 00:00,,DEM,1954-10-02 00:00,1020576,M,https://www.govtrack.us/congress/members/henry_johnson/412199,RepHankJohnson,RepHankJohnson,2013-01-03 00:00,GA,http://hankjohnson.house.gov,202-225-1605,,HS,Representative from GA,412199,"B.A., Clark College (Clark Atlanta University), Atlanta, Ga., 1976
J.D., Thurgood Marshall School of Law, Texas Southern University, Houston, Tex., 1979"
Vern,Buchanan,16,2015-01-03 00:00,,REP,1951-05-08 00:00,1021626,M,https://www.govtrack.us/congress/members/vern_buchanan/412196,VernBuchanan,vernbuchanan,2013-01-03 00:00,FL,http://buchanan.house.gov,202-225-5015,,HS,Representative from FL,412196,"B.B.A., Cleary University, Ann Arbor, Mich., 1975
M.B.A., University of Detroit, Detroit, Mich., 1986"
Kathy,Castor,14,2015-01-03 00:00,,DEM,1966-08-20 00:00,1022874,F,https://www.govtrack.us/congress/members/kathy_castor/412195,USRepKCastor,RepKathyCastor,2013-01-03 00:00,FL,http://castor.house.gov,202-225-3376,,HS,Representative from FL,412195,"B.A., Emory University, Atlanta, Ga., 1988
J.D., Florida State University, Tallahassee, Fla., 1991"
Christopher,Murphy,,2019-01-03 00:00,,DEM,1973-08-03 00:00,1021270,M,https://www.govtrack.us/congress/members/christopher_murphy/412194,ChrisMurphyCT,senchrismurphy,2013-01-03 00:00,CT,http://www.murphy.senate.gov,202-224-4041,junior,SN,Junior senator from CT,412194,"B.A., Williams College, Williamstown, Mass., 1996"
Joe,Courtney,2,2015-01-03 00:00,,DEM,1953-04-06 00:00,1021284,M,https://www.govtrack.us/congress/members/joe_courtney/412193,RepJoeCourtney,repcourtney,2013-01-03 00:00,CT,http://courtney.house.gov,202-225-2076,,HS,Representative from CT,412193,
Ed,Perlmutter,7,2015-01-03 00:00,,DEM,1953-05-01 00:00,1021382,M,https://www.govtrack.us/congress/members/ed_perlmutter/412192,RepPerlmutter,RepPerlmutter,2013-01-03 00:00,CO,http://perlmutter.house.gov,202-225-2645,,HS,Representative from CO,412192,
Doug,Lamborn,5,2015-01-03 00:00,,REP,1954-05-24 00:00,1022846,M,https://www.govtrack.us/congress/members/doug_lamborn/412191,RepDLamborn,CongressmanLamborn,2013-01-03 00:00,CO,http://lamborn.house.gov,202-225-4422,,HS,Representative from CO,412191,
Kevin,McCarthy,23,2015-01-03 00:00,Majority Whip,REP,1965-01-26 00:00,85231,M,https://www.govtrack.us/congress/members/kevin_mccarthy/412190,GOPWhip,repkevinmccarthy,2013-01-03 00:00,CA,http://kevinmccarthy.house.gov,202-225-2915,,HS,Representative from CA,412190,"B.S., California State University, Bakersfield, Calif., 1989"
Jerry,McNerney,9,2015-01-03 00:00,,DEM,1951-06-18 00:00,1021667,M,https://www.govtrack.us/congress/members/jerry_mcnerney/412189,RepMcNerney,RepJerryMcNerney,2013-01-03 00:00,CA,http://mcnerney.house.gov,202-225-1947,,HS,Representative from CA,412189,
Albio,Sires,8,2015-01-03 00:00,,DEM,1951-01-26 00:00,1022293,M,https://www.govtrack.us/congress/members/albio_sires/412186,Rep_Albio_Sires,RepSiresNJ13,2013-01-03 00:00,NJ,http://sires.house.gov,202-225-7919,,HS,Representative from NJ,412186,"B.A., St. Peter's College
M.A., Middlebury College, Middlebury, Vt., 1985"
John,Campbell,45,2015-01-03 00:00,,REP,1955-07-19 00:00,1019004,M,https://www.govtrack.us/congress/members/john_campbell/412011,RepJohnCampbell,RepJohnCampbellCA48,2013-01-03 00:00,CA,http://www.campbell.house.gov,202-225-5611,,HS,Representative from CA,412011,"B.A., University of California, Los Angeles, Calif."
Steve,Stockman,36,2015-01-03 00:00,,REP,1956-11-14 00:00,3626,M,https://www.govtrack.us/congress/members/steve_stockman/410396,SteveWorks4You,SteveStockmanTX,2013-01-03 00:00,TX,http://stockman.house.gov,202-225-1555,,HS,Representative from TX,410396,
Bill,Shuster,9,2015-01-03 00:00,,REP,1961-01-10 00:00,89108,M,https://www.govtrack.us/congress/members/bill_shuster/409888,RepBillShuster,repshuster,2013-01-03 00:00,PA,http://shuster.house.gov,202-225-2431,,HS,Representative from PA,409888,
Richard,Nolan,8,2015-01-03 00:00,,DEM,1943-12-17 00:00,1001760,M,https://www.govtrack.us/congress/members/richard_nolan/408211,USRepRickNolan,USRepRickNolan,2013-01-03 00:00,MN,http://nolan.house.gov,202-225-6211,,HS,Representative from MN,408211,
Doris,Matsui,6,2015-01-03 00:00,,DEM,1944-09-25 00:00,26602,F,https://www.govtrack.us/congress/members/doris_matsui/400663,DorisMatsui,RepDorisMatsui,2013-01-03 00:00,CA,http://matsui.house.gov,202-225-7163,,HS,Representative from CA,400663,
Gwen,Moore,4,2015-01-03 00:00,,DEM,1951-04-18 00:00,42548,F,https://www.govtrack.us/congress/members/gwen_moore/400661,RepGwenMoore,RepGwenMoore,2013-01-03 00:00,WI,http://gwenmoore.house.gov,202-225-4572,,HS,Representative from WI,400661,
David,Reichert,8,2015-01-03 00:00,,REP,1950-08-29 00:00,1013064,M,https://www.govtrack.us/congress/members/david_reichert/400660,DaveReichert,repdavereichert,2013-01-03 00:00,WA,http://reichert.house.gov,202-225-7761,,HS,Representative from WA,400660,"A.A., Concordia Lutheran College, Portland, Oreg., 1970"
Cathy,McMorris Rodgers,5,2015-01-03 00:00,,REP,1969-05-22 00:00,1013063,F,https://www.govtrack.us/congress/members/cathy_mcmorris_rodgers/400659,CathyMcMorris,mcmorrisrodgers,2013-01-03 00:00,WA,http://mcmorris.house.gov,202-225-2006,,HS,Representative from WA,400659,
Henry,Cuellar,28,2015-01-03 00:00,,DEM,1955-09-19 00:00,1013062,M,https://www.govtrack.us/congress/members/henry_cuellar/400657,RepCuellar,henrycuellar,2013-01-03 00:00,TX,http://cuellar.house.gov,202-225-1640,,HS,Representative from TX,400657,"A.A., Laredo Community College, Laredo, Tex., 1976
B.S., Georgetown University, Washington, D.C., 1978
J.D., University of Texas, 1981"
Kenny,Marchant,24,2015-01-03 00:00,,REP,1951-02-23 00:00,1013059,M,https://www.govtrack.us/congress/members/kenny_marchant/400656,RepKenMarchant,RepKennyMarchant,2013-01-03 00:00,TX,http://marchant.house.gov,202-225-6605,,HS,Representative from TX,400656,
K.,Conaway,11,2015-01-03 00:00,,REP,1948-06-11 00:00,1004595,M,https://www.govtrack.us/congress/members/michael_conaway/400655,ConawayTX11,mikeconaway11,2013-01-03 00:00,TX,http://conaway.house.gov,202-225-3605,,HS,Representative from TX,400655,
Michael,McCaul,10,2015-01-03 00:00,,REP,1962-01-14 00:00,1013056,M,https://www.govtrack.us/congress/members/michael_mccaul/400654,McCaulPressShop,MichaelTMcCaul,2013-01-03 00:00,TX,http://mccaul.house.gov,202-225-2401,,HS,Representative from TX,400654,
Al,Green,9,2015-01-03 00:00,,DEM,1947-09-01 00:00,1012969,M,https://www.govtrack.us/congress/members/al_green/400653,RepAlGreen,RepAlGreen,2013-01-03 00:00,TX,http://algreen.house.gov,202-225-7508,,HS,Representative from TX,400653,
Ted,Poe,2,2015-01-03 00:00,,REP,1948-09-10 00:00,1011398,M,https://www.govtrack.us/congress/members/ted_poe/400652,JudgeTedPoe,CongressmanTedPoe,2013-01-03 00:00,TX,http://poe.house.gov,202-225-6565,,HS,Representative from TX,400652,"B.A., Abilene Christian University, Abilene, Tex., 1970"
Louie,Gohmert,1,2015-01-03 00:00,,REP,1953-08-18 00:00,1011394,M,https://www.govtrack.us/congress/members/louie_gohmert/400651,RepLouieGohmert,GohmertTX01,2013-01-03 00:00,TX,http://gohmert.house.gov,202-225-3035,,HS,Representative from TX,400651,
Charles,Dent,15,2015-01-03 00:00,,REP,1960-05-24 00:00,1011395,M,https://www.govtrack.us/congress/members/charles_dent/400648,0,CongressmanDent,2013-01-03 00:00,PA,http://dent.house.gov,202-225-6411,,HS,Representative from PA,400648,
Allyson,Schwartz,13,2015-01-03 00:00,,DEM,1948-10-03 00:00,57332,F,https://www.govtrack.us/congress/members/allyson_schwartz/400647,0,repallysonschwartz,2013-01-03 00:00,PA,http://schwartz.house.gov,202-225-6111,,HS,Representative from PA,400647,
Michael,Fitzpatrick,8,2015-01-03 00:00,,REP,1963-06-28 00:00,33378,M,https://www.govtrack.us/congress/members/michael_fitzpatrick/400646,RepFitzpatrick,RepFitzpatrickPA8,2013-01-03 00:00,PA,http://fitzpatrick.house.gov,202-225-4276,,HS,Representative from PA,400646,
Patrick,McHenry,10,2015-01-03 00:00,,REP,1975-10-22 00:00,1007062,M,https://www.govtrack.us/congress/members/patrick_mchenry/400644,PatrickMcHenry,CongressmanMcHenry,2013-01-03 00:00,NC,http://mchenry.house.gov,202-225-2576,,HS,Representative from NC,400644,
Virginia,Foxx,5,2015-01-03 00:00,,REP,1943-06-29 00:00,1013052,F,https://www.govtrack.us/congress/members/virginia_foxx/400643,VirginiaFoxx,repvirginiafoxx,2013-01-03 00:00,NC,http://foxx.house.gov,202-225-2071,,HS,Representative from NC,400643,"A.B., University of North Carolina, Chapel Hill, N.C., 1968"
Brian,Higgins,26,2015-01-03 00:00,,DEM,1959-10-06 00:00,1013050,M,https://www.govtrack.us/congress/members/brian_higgins/400641,RepBrianHiggins,CongressmanHiggins,2013-01-03 00:00,NY,http://higgins.house.gov,202-225-3306,,HS,Representative from NY,400641,
Jeff,Fortenberry,1,2015-01-03 00:00,,REP,1960-12-27 00:00,1013049,M,https://www.govtrack.us/congress/members/jeff_fortenberry/400640,JeffFortenberry,JeffFortenberry,2013-01-03 00:00,NE,http://fortenberry.house.gov,202-225-4806,,HS,Representative from NE,400640,
Emanuel,Cleaver,5,2015-01-03 00:00,,DEM,1944-10-26 00:00,10933,M,https://www.govtrack.us/congress/members/emanuel_cleaver/400639,RepCleaver,repcleaver,2013-01-03 00:00,MO,http://cleaver.house.gov,202-225-4535,,HS,Representative from MO,400639,
